facility_name,trial_stage,bag_set,bag_number,product_name,percent_residual
Facility 7 (CASP),First Removal,C (yellow),7,Hot Cup Lid A.1,
Facility 7 (CASP),First Removal,C (yellow),8,Hot Cup Lid A.1,
Facility 7 (CASP),Second Removal,A (blue),2,Hot Cup Lid A.1,
Facility 7 (CASP),Second Removal,A (blue),3,Hot Cup Lid A.1,
Facility 7 (CASP),Second Removal,A (blue),6,Hot Cup Lid A.1,
Facility 7 (CASP),Second Removal,A (blue),8,Hot Cup Lid A.1,
Facility 7 (CASP),Second Removal,A (blue),9,Hot Cup Lid A.1,
Facility 7 (CASP),Second Removal,B (green),1,Hot Cup Lid A.1,0.00%
Facility 7 (CASP),Second Removal,B (green),5,Hot Cup Lid A.1,0.00%
Facility 7 (CASP),Second Removal,B (green),6,Hot Cup Lid A.1,0.00%
Facility 7 (CASP),Second Removal,B (green),7,Hot Cup Lid A.1,0.00%
Facility 7 (CASP),Second Removal,C (yellow),1,Hot Cup Lid A.1,
Facility 7 (CASP),Second Removal,C (yellow),2,Hot Cup Lid A.1,
Facility 7 (CASP),Second Removal,C (yellow),3,Hot Cup Lid A.1,
Facility 7 (CASP),Second Removal,C (yellow),6,Hot Cup Lid A.1,
Facility 7 (CASP),Second Removal,C (yellow),9,Hot Cup Lid A.1,
Facility 8 (ASP),First Removal,A (blue),1,Hot Cup Lid A.1,
Facility 8 (ASP),First Removal,A (blue),2,Hot Cup Lid A.1,
Facility 8 (ASP),First Removal,A (blue),3,Hot Cup Lid A.1,
Facility 8 (ASP),First Removal,A (blue),4,Hot Cup Lid A.1,
Facility 8 (ASP),First Removal,A (blue),5,Hot Cup Lid A.1,
Facility 8 (ASP),First Removal,B (green),1,Hot Cup Lid A.1,0.00%
Facility 8 (ASP),First Removal,B (green),2,Hot Cup Lid A.1,0.00%
Facility 8 (ASP),First Removal,B (green),3,Hot Cup Lid A.1,0.00%
Facility 8 (ASP),First Removal,B (green),4,Hot Cup Lid A.1,0.00%
Facility 8 (ASP),First Removal,B (green),5,Hot Cup Lid A.1,0.00%
Facility 8 (ASP),First Removal,C (yellow),1,Hot Cup Lid A.1,
Facility 8 (ASP),First Removal,C (yellow),2,Hot Cup Lid A.1,
Facility 8 (ASP),First Removal,C (yellow),3,Hot Cup Lid A.1,
Facility 8 (ASP),First Removal,C (yellow),4,Hot Cup Lid A.1,
Facility 8 (ASP),First Removal,C (yellow),5,Hot Cup Lid A.1,
Facility 8 (ASP),Second Removal,A (blue),10,Hot Cup Lid A.1,
Facility 8 (ASP),Second Removal,A (blue),6,Hot Cup Lid A.1,
Facility 8 (ASP),Second Removal,A (blue),7,Hot Cup Lid A.1,
Facility 8 (ASP),Second Removal,A (blue),8,Hot Cup Lid A.1,
Facility 8 (ASP),Second Removal,A (blue),9,Hot Cup Lid A.1,
Facility 8 (ASP),Second Removal,B (green),10,Hot Cup Lid A.1,0.00%
Facility 8 (ASP),Second Removal,B (green),6,Hot Cup Lid A.1,0.00%
Facility 8 (ASP),Second Removal,B (green),7,Hot Cup Lid A.1,0.00%
Facility 8 (ASP),Second Removal,B (green),8,Hot Cup Lid A.1,0.00%
Facility 8 (ASP),Second Removal,B (green),9,Hot Cup Lid A.1,0.00%
Facility 8 (ASP),Second Removal,C (yellow),10,Hot Cup Lid A.1,
Facility 8 (ASP),Second Removal,C (yellow),6,Hot Cup Lid A.1,
Facility 8 (ASP),Second Removal,C (yellow),7,Hot Cup Lid A.1,
Facility 8 (ASP),Second Removal,C (yellow),8,Hot Cup Lid A.1,
Facility 8 (ASP),Second Removal,C (yellow),9,Hot Cup Lid A.1,
Facility 9 (EASP),First Removal,A (blue),10,Hot Cup Lid A.1,
Facility 9 (EASP),First Removal,A (blue),2,Hot Cup Lid A.1,
Facility 9 (EASP),First Removal,A (blue),4,Hot Cup Lid A.1,
Facility 9 (EASP),First Removal,A (blue),6,Hot Cup Lid A.1,
Facility 9 (EASP),First Removal,A (blue),9,Hot Cup Lid A.1,
Facility 9 (EASP),First Removal,B (green),1,Hot Cup Lid A.1,0.00%
Facility 9 (EASP),First Removal,B (green),2,Hot Cup Lid A.1,0.00%
Facility 9 (EASP),First Removal,B (green),4,Hot Cup Lid A.1,0.00%
Facility 9 (EASP),First Removal,B (green),5,Hot Cup Lid A.1,0.00%
Facility 9 (EASP),First Removal,B (green),6,Hot Cup Lid A.1,0.00%
Facility 9 (EASP),First Removal,C (yellow),1,Hot Cup Lid A.1,
Facility 9 (EASP),First Removal,C (yellow),2,Hot Cup Lid A.1,
Facility 9 (EASP),First Removal,C (yellow),3,Hot Cup Lid A.1,
Facility 9 (EASP),First Removal,C (yellow),4,Hot Cup Lid A.1,
Facility 9 (EASP),First Removal,C (yellow),5,Hot Cup Lid A.1,
Facility 9 (EASP),Second Removal,A (blue),1,Hot Cup Lid A.1,
Facility 9 (EASP),Second Removal,A (blue),3,Hot Cup Lid A.1,
Facility 9 (EASP),Second Removal,A (blue),5,Hot Cup Lid A.1,
Facility 9 (EASP),Second Removal,A (blue),7,Hot Cup Lid A.1,
Facility 9 (EASP),Second Removal,A (blue),8,Hot Cup Lid A.1,
Facility 9 (EASP),Second Removal,B (green),10,Hot Cup Lid A.1,0.00%
Facility 9 (EASP),Second Removal,B (green),3,Hot Cup Lid A.1,0.00%
Facility 9 (EASP),Second Removal,B (green),7,Hot Cup Lid A.1,0.00%
Facility 9 (EASP),Second Removal,B (green),8,Hot Cup Lid A.1,0.00%
Facility 9 (EASP),Second Removal,B (green),9,Hot Cup Lid A.1,0.00%
Facility 9 (EASP),Second Removal,C (yellow),10,Hot Cup Lid A.1,
Facility 9 (EASP),Second Removal,C (yellow),6,Hot Cup Lid A.1,
Facility 9 (EASP),Second Removal,C (yellow),7,Hot Cup Lid A.1,
Facility 9 (EASP),Second Removal,C (yellow),8,Hot Cup Lid A.1,
Facility 9 (EASP),Second Removal,C (yellow),9,Hot Cup Lid A.1,
Facility 10 (Windrow),First Removal,A (blue),2,Hot Cup Lid A.1,
Facility 10 (Windrow),First Removal,A (blue),4,Hot Cup Lid A.1,
Facility 10 (Windrow),First Removal,A (blue),6,Hot Cup Lid A.1,
Facility 10 (Windrow),First Removal,A (blue),7,Hot Cup Lid A.1,
Facility 10 (Windrow),First Removal,A (blue),9,Hot Cup Lid A.1,
Facility 10 (Windrow),First Removal,B (green),10,Hot Cup Lid A.1,0.00%
Facility 10 (Windrow),First Removal,B (green),2,Hot Cup Lid A.1,0.00%
Facility 10 (Windrow),First Removal,B (green),4,Hot Cup Lid A.1,0.00%
Facility 10 (Windrow),First Removal,B (green),6,Hot Cup Lid A.1,0.00%
Facility 10 (Windrow),First Removal,B (green),7,Hot Cup Lid A.1,0.00%
Facility 10 (Windrow),First Removal,C (yellow),1,Hot Cup Lid A.1,
Facility 10 (Windrow),First Removal,C (yellow),3,Hot Cup Lid A.1,
Facility 10 (Windrow),First Removal,C (yellow),5,Hot Cup Lid A.1,
Facility 10 (Windrow),First Removal,C (yellow),6,Hot Cup Lid A.1,
Facility 10 (Windrow),First Removal,C (yellow),7,Hot Cup Lid A.1,
Facility 10 (Windrow),Second Removal,A (blue),1,Hot Cup Lid A.1,
Facility 10 (Windrow),Second Removal,A (blue),10,Hot Cup Lid A.1,
Facility 10 (Windrow),Second Removal,A (blue),3,Hot Cup Lid A.1,
Facility 10 (Windrow),Second Removal,A (blue),5,Hot Cup Lid A.1,
Facility 10 (Windrow),Second Removal,A (blue),8,Hot Cup Lid A.1,
Facility 10 (Windrow),Second Removal,B (green),1,Hot Cup Lid A.1,0.00%
Facility 10 (Windrow),Second Removal,B (green),3,Hot Cup Lid A.1,0.00%
Facility 10 (Windrow),Second Removal,B (green),5,Hot Cup Lid A.1,0.00%
Facility 10 (Windrow),Second Removal,B (green),9,Hot Cup Lid A.1,0.00%
Facility 10 (Windrow),Second Removal,C (yellow),10,Hot Cup Lid A.1,
Facility 10 (Windrow),Second Removal,C (yellow),2,Hot Cup Lid A.1,
Facility 10 (Windrow),Second Removal,C (yellow),4,Hot Cup Lid A.1,
Facility 10 (Windrow),Second Removal,C (yellow),9,Hot Cup Lid A.1,
Facility 3 (EASP),First Removal,(blank),(blank),Hot Cup Lid A.1,0.10%
Facility 3 (EASP),Second Removal,(blank),(blank),Hot Cup Lid A.1,0.00%
Facility 4 (In-Vessel),First Removal,(blank),(blank),Hot Cup Lid A.1,0.40%
Facility 4 (In-Vessel),Second Removal,(blank),(blank),Hot Cup Lid A.1,0.10%
Facility 1 ( Windrow),First Removal,A (blue),10,Bin Liner Bag 2.5 gal,
Facility 1 ( Windrow),First Removal,A (blue),6,Bin Liner Bag 2.5 gal,
Facility 1 ( Windrow),First Removal,A (blue),7,Bin Liner Bag 2.5 gal,
Facility 1 ( Windrow),First Removal,A (blue),8,Bin Liner Bag 2.5 gal,
Facility 1 ( Windrow),First Removal,A (blue),9,Bin Liner Bag 2.5 gal,
Facility 1 ( Windrow),First Removal,B (green),10,Bin Liner Bag 2.5 gal,70.70%
Facility 1 ( Windrow),First Removal,B (green),6,Bin Liner Bag 2.5 gal,
Facility 1 ( Windrow),First Removal,B (green),7,Bin Liner Bag 2.5 gal,
Facility 1 ( Windrow),First Removal,B (green),8,Bin Liner Bag 2.5 gal,
Facility 1 ( Windrow),First Removal,B (green),9,Bin Liner Bag 2.5 gal,
Facility 1 ( Windrow),First Removal,C (yellow),10,Bin Liner Bag 2.5 gal,
Facility 1 ( Windrow),First Removal,C (yellow),6,Bin Liner Bag 2.5 gal,
Facility 1 ( Windrow),First Removal,C (yellow),7,Bin Liner Bag 2.5 gal,
Facility 1 ( Windrow),First Removal,C (yellow),8,Bin Liner Bag 2.5 gal,
Facility 1 ( Windrow),First Removal,C (yellow),9,Bin Liner Bag 2.5 gal,
Facility 1 ( Windrow),Second Removal,A (blue),1,Bin Liner Bag 2.5 gal,
Facility 1 ( Windrow),Second Removal,A (blue),2,Bin Liner Bag 2.5 gal,
Facility 1 ( Windrow),Second Removal,A (blue),3,Bin Liner Bag 2.5 gal,
Facility 1 ( Windrow),Second Removal,A (blue),4,Bin Liner Bag 2.5 gal,
Facility 1 ( Windrow),Second Removal,A (blue),5,Bin Liner Bag 2.5 gal,
Facility 1 ( Windrow),Second Removal,B (green),1,Bin Liner Bag 2.5 gal,45.00%
Facility 1 ( Windrow),Second Removal,B (green),2,Bin Liner Bag 2.5 gal,20.50%
Facility 1 ( Windrow),Second Removal,B (green),3,Bin Liner Bag 2.5 gal,79.20%
Facility 1 ( Windrow),Second Removal,B (green),4,Bin Liner Bag 2.5 gal,80.60%
Facility 1 ( Windrow),Second Removal,B (green),5,Bin Liner Bag 2.5 gal,14.70%
Facility 1 ( Windrow),Second Removal,C (yellow),1,Bin Liner Bag 2.5 gal,
Facility 1 ( Windrow),Second Removal,C (yellow),2,Bin Liner Bag 2.5 gal,
Facility 1 ( Windrow),Second Removal,C (yellow),3,Bin Liner Bag 2.5 gal,
Facility 1 ( Windrow),Second Removal,C (yellow),4,Bin Liner Bag 2.5 gal,
Facility 1 ( Windrow),Second Removal,C (yellow),5,Bin Liner Bag 2.5 gal,
Facility 2 (CASP),First Removal,A (blue),2,Bin Liner Bag 2.5 gal,
Facility 2 (CASP),First Removal,A (blue),4,Bin Liner Bag 2.5 gal,
Facility 2 (CASP),First Removal,A (blue),5,Bin Liner Bag 2.5 gal,
Facility 2 (CASP),First Removal,A (blue),7,Bin Liner Bag 2.5 gal,
Facility 2 (CASP),First Removal,A (blue),9,Bin Liner Bag 2.5 gal,
Facility 2 (CASP),First Removal,B (green),(blank),Bin Liner Bag 2.5 gal,0.80%
Facility 2 (CASP),First Removal,B (green),1,Bin Liner Bag 2.5 gal,0.00%
Facility 2 (CASP),First Removal,B (green),2,Bin Liner Bag 2.5 gal,0.00%
Facility 2 (CASP),First Removal,B (green),4,Bin Liner Bag 2.5 gal,
Facility 2 (CASP),First Removal,B (green),5,Bin Liner Bag 2.5 gal,1.00%
Facility 2 (CASP),First Removal,B (green),8,Bin Liner Bag 2.5 gal,1.80%
Facility 2 (CASP),First Removal,C (yellow),1,Bin Liner Bag 2.5 gal,
Facility 2 (CASP),First Removal,C (yellow),2,Bin Liner Bag 2.5 gal,
Facility 2 (CASP),First Removal,C (yellow),4,Bin Liner Bag 2.5 gal,
Facility 2 (CASP),First Removal,C (yellow),5,Bin Liner Bag 2.5 gal,
Facility 2 (CASP),First Removal,C (yellow),9,Bin Liner Bag 2.5 gal,
Facility 2 (CASP),Second Removal,A (blue),10,Bin Liner Bag 2.5 gal,
Facility 2 (CASP),Second Removal,A (blue),3,Bin Liner Bag 2.5 gal,
Facility 2 (CASP),Second Removal,A (blue),6,Bin Liner Bag 2.5 gal,
Facility 2 (CASP),Second Removal,A (blue),8,Bin Liner Bag 2.5 gal,
Facility 2 (CASP),Second Removal,B (green),3,Bin Liner Bag 2.5 gal,0.00%
Facility 2 (CASP),Second Removal,B (green),6,Bin Liner Bag 2.5 gal,0.00%
Facility 2 (CASP),Second Removal,B (green),7,Bin Liner Bag 2.5 gal,0.00%
Facility 2 (CASP),Second Removal,B (green),9,Bin Liner Bag 2.5 gal,0.00%
Facility 2 (CASP),Second Removal,C (yellow),10,Bin Liner Bag 2.5 gal,
Facility 2 (CASP),Second Removal,C (yellow),3,Bin Liner Bag 2.5 gal,
Facility 2 (CASP),Second Removal,C (yellow),6,Bin Liner Bag 2.5 gal,
Facility 2 (CASP),Second Removal,C (yellow),7,Bin Liner Bag 2.5 gal,
Facility 2 (CASP),Second Removal,C (yellow),8,Bin Liner Bag 2.5 gal,
Facility 5 (EASP),First Removal,A (blue),1,Bin Liner Bag 2.5 gal,
Facility 5 (EASP),First Removal,A (blue),10,Bin Liner Bag 2.5 gal,
Facility 5 (EASP),First Removal,A (blue),4,Bin Liner Bag 2.5 gal,
Facility 5 (EASP),First Removal,A (blue),6,Bin Liner Bag 2.5 gal,
Facility 5 (EASP),First Removal,A (blue),8,Bin Liner Bag 2.5 gal,
Facility 5 (EASP),First Removal,B (green),2,Bin Liner Bag 2.5 gal,2.60%
Facility 5 (EASP),First Removal,B (green),5,Bin Liner Bag 2.5 gal,11.60%
Facility 5 (EASP),First Removal,B (green),6,Bin Liner Bag 2.5 gal,3.40%
Facility 5 (EASP),First Removal,B (green),7,Bin Liner Bag 2.5 gal,0.20%
Facility 5 (EASP),First Removal,B (green),8,Bin Liner Bag 2.5 gal,1.70%
Facility 5 (EASP),First Removal,C (yellow),10,Bin Liner Bag 2.5 gal,
Facility 5 (EASP),First Removal,C (yellow),3,Bin Liner Bag 2.5 gal,
Facility 5 (EASP),First Removal,C (yellow),7,Bin Liner Bag 2.5 gal,
Facility 5 (EASP),First Removal,C (yellow),8,Bin Liner Bag 2.5 gal,
Facility 5 (EASP),First Removal,C (yellow),9,Bin Liner Bag 2.5 gal,
Facility 5 (EASP),Second Removal,A (blue),2,Bin Liner Bag 2.5 gal,
Facility 5 (EASP),Second Removal,A (blue),3,Bin Liner Bag 2.5 gal,
Facility 5 (EASP),Second Removal,A (blue),5,Bin Liner Bag 2.5 gal,
Facility 5 (EASP),Second Removal,A (blue),7,Bin Liner Bag 2.5 gal,
Facility 5 (EASP),Second Removal,A (blue),9,Bin Liner Bag 2.5 gal,
Facility 5 (EASP),Second Removal,B (green),1,Bin Liner Bag 2.5 gal,0.00%
Facility 5 (EASP),Second Removal,B (green),10,Bin Liner Bag 2.5 gal,0.00%
Facility 5 (EASP),Second Removal,B (green),3,Bin Liner Bag 2.5 gal,0.00%
Facility 5 (EASP),Second Removal,B (green),4,Bin Liner Bag 2.5 gal,0.00%
Facility 5 (EASP),Second Removal,B (green),8,Bin Liner Bag 2.5 gal,0.00%
Facility 5 (EASP),Second Removal,C (yellow),1,Bin Liner Bag 2.5 gal,
Facility 5 (EASP),Second Removal,C (yellow),2,Bin Liner Bag 2.5 gal,
Facility 5 (EASP),Second Removal,C (yellow),4,Bin Liner Bag 2.5 gal,
Facility 5 (EASP),Second Removal,C (yellow),5,Bin Liner Bag 2.5 gal,
Facility 5 (EASP),Second Removal,C (yellow),6,Bin Liner Bag 2.5 gal,
Facility 6 (CASP),First Removal,A (blue),10,Bin Liner Bag 2.5 gal,
Facility 6 (CASP),First Removal,A (blue),6,Bin Liner Bag 2.5 gal,
Facility 6 (CASP),First Removal,A (blue),7,Bin Liner Bag 2.5 gal,
Facility 6 (CASP),First Removal,A (blue),8,Bin Liner Bag 2.5 gal,
Facility 6 (CASP),First Removal,A (blue),9,Bin Liner Bag 2.5 gal,
Facility 6 (CASP),First Removal,B (green),10,Bin Liner Bag 2.5 gal,10.30%
Facility 6 (CASP),First Removal,B (green),6,Bin Liner Bag 2.5 gal,36.70%
Facility 6 (CASP),First Removal,B (green),7,Bin Liner Bag 2.5 gal,0.00%
Facility 6 (CASP),First Removal,B (green),8,Bin Liner Bag 2.5 gal,0.00%
Facility 6 (CASP),First Removal,B (green),9,Bin Liner Bag 2.5 gal,9.50%
Facility 6 (CASP),First Removal,C (yellow),10,Bin Liner Bag 2.5 gal,
Facility 6 (CASP),First Removal,C (yellow),6,Bin Liner Bag 2.5 gal,
Facility 6 (CASP),First Removal,C (yellow),7,Bin Liner Bag 2.5 gal,
Facility 6 (CASP),First Removal,C (yellow),8,Bin Liner Bag 2.5 gal,
Facility 6 (CASP),First Removal,C (yellow),9,Bin Liner Bag 2.5 gal,
Facility 6 (CASP),Second Removal,A (blue),1,Bin Liner Bag 2.5 gal,
Facility 6 (CASP),Second Removal,A (blue),2,Bin Liner Bag 2.5 gal,
Facility 6 (CASP),Second Removal,A (blue),4,Bin Liner Bag 2.5 gal,
Facility 6 (CASP),Second Removal,A (blue),5,Bin Liner Bag 2.5 gal,
Facility 6 (CASP),Second Removal,B (green),1,Bin Liner Bag 2.5 gal,2.80%
Facility 6 (CASP),Second Removal,B (green),2,Bin Liner Bag 2.5 gal,0.00%
Facility 6 (CASP),Second Removal,B (green),3,Bin Liner Bag 2.5 gal,0.00%
Facility 6 (CASP),Second Removal,B (green),4,Bin Liner Bag 2.5 gal,0.00%
Facility 6 (CASP),Second Removal,B (green),5,Bin Liner Bag 2.5 gal,0.00%
Facility 6 (CASP),Second Removal,C (yellow),1,Bin Liner Bag 2.5 gal,
Facility 6 (CASP),Second Removal,C (yellow),2,Bin Liner Bag 2.5 gal,
Facility 6 (CASP),Second Removal,C (yellow),3,Bin Liner Bag 2.5 gal,
Facility 6 (CASP),Second Removal,C (yellow),4,Bin Liner Bag 2.5 gal,
Facility 6 (CASP),Second Removal,C (yellow),5,Bin Liner Bag 2.5 gal,
Facility 7 (CASP),First Removal,A (blue),1,Bin Liner Bag 2.5 gal,
Facility 7 (CASP),First Removal,A (blue),10,Bin Liner Bag 2.5 gal,
Facility 7 (CASP),First Removal,A (blue),4,Bin Liner Bag 2.5 gal,
Facility 7 (CASP),First Removal,A (blue),5,Bin Liner Bag 2.5 gal,
Facility 7 (CASP),First Removal,A (blue),7,Bin Liner Bag 2.5 gal,
Facility 7 (CASP),First Removal,B (green),2,Bin Liner Bag 2.5 gal,63.00%
Facility 7 (CASP),First Removal,B (green),3,Bin Liner Bag 2.5 gal,76.90%
Facility 7 (CASP),First Removal,B (green),4,Bin Liner Bag 2.5 gal,
Facility 7 (CASP),First Removal,B (green),8,Bin Liner Bag 2.5 gal,0.00%
Facility 7 (CASP),First Removal,B (green),9,Bin Liner Bag 2.5 gal,73.10%
Facility 7 (CASP),First Removal,C (yellow),10,Bin Liner Bag 2.5 gal,
Facility 7 (CASP),First Removal,C (yellow),5,Bin Liner Bag 2.5 gal,
Facility 7 (CASP),First Removal,C (yellow),7,Bin Liner Bag 2.5 gal,
Facility 7 (CASP),First Removal,C (yellow),8,Bin Liner Bag 2.5 gal,
Facility 7 (CASP),Second Removal,A (blue),2,Bin Liner Bag 2.5 gal,
Facility 7 (CASP),Second Removal,A (blue),3,Bin Liner Bag 2.5 gal,
Facility 7 (CASP),Second Removal,A (blue),6,Bin Liner Bag 2.5 gal,
Facility 7 (CASP),Second Removal,A (blue),8,Bin Liner Bag 2.5 gal,
Facility 7 (CASP),Second Removal,A (blue),9,Bin Liner Bag 2.5 gal,
Facility 7 (CASP),Second Removal,B (green),1,Bin Liner Bag 2.5 gal,71.30%
Facility 7 (CASP),Second Removal,B (green),5,Bin Liner Bag 2.5 gal,70.20%
Facility 7 (CASP),Second Removal,B (green),6,Bin Liner Bag 2.5 gal,23.20%
Facility 7 (CASP),Second Removal,B (green),7,Bin Liner Bag 2.5 gal,0.00%
Facility 7 (CASP),Second Removal,C (yellow),1,Bin Liner Bag 2.5 gal,
Facility 7 (CASP),Second Removal,C (yellow),2,Bin Liner Bag 2.5 gal,
Facility 7 (CASP),Second Removal,C (yellow),3,Bin Liner Bag 2.5 gal,
Facility 7 (CASP),Second Removal,C (yellow),6,Bin Liner Bag 2.5 gal,
Facility 7 (CASP),Second Removal,C (yellow),9,Bin Liner Bag 2.5 gal,
Facility 8 (ASP),First Removal,A (blue),1,Bin Liner Bag 2.5 gal,
Facility 8 (ASP),First Removal,A (blue),2,Bin Liner Bag 2.5 gal,
Facility 8 (ASP),First Removal,A (blue),3,Bin Liner Bag 2.5 gal,
Facility 8 (ASP),First Removal,A (blue),4,Bin Liner Bag 2.5 gal,
Facility 8 (ASP),First Removal,A (blue),5,Bin Liner Bag 2.5 gal,
Facility 8 (ASP),First Removal,B (green),1,Bin Liner Bag 2.5 gal,
Facility 8 (ASP),First Removal,B (green),2,Bin Liner Bag 2.5 gal,
Facility 8 (ASP),First Removal,B (green),3,Bin Liner Bag 2.5 gal,0.00%
Facility 8 (ASP),First Removal,B (green),4,Bin Liner Bag 2.5 gal,
Facility 8 (ASP),First Removal,B (green),5,Bin Liner Bag 2.5 gal,
Facility 8 (ASP),First Removal,C (yellow),1,Bin Liner Bag 2.5 gal,
Facility 8 (ASP),First Removal,C (yellow),2,Bin Liner Bag 2.5 gal,
Facility 8 (ASP),First Removal,C (yellow),3,Bin Liner Bag 2.5 gal,
Facility 8 (ASP),First Removal,C (yellow),4,Bin Liner Bag 2.5 gal,
Facility 8 (ASP),First Removal,C (yellow),5,Bin Liner Bag 2.5 gal,
Facility 8 (ASP),Second Removal,A (blue),10,Bin Liner Bag 2.5 gal,
Facility 8 (ASP),Second Removal,A (blue),6,Bin Liner Bag 2.5 gal,
Facility 8 (ASP),Second Removal,A (blue),7,Bin Liner Bag 2.5 gal,
Facility 8 (ASP),Second Removal,A (blue),8,Bin Liner Bag 2.5 gal,
Facility 8 (ASP),Second Removal,A (blue),9,Bin Liner Bag 2.5 gal,
Facility 8 (ASP),Second Removal,B (green),10,Bin Liner Bag 2.5 gal,0.00%
Facility 8 (ASP),Second Removal,B (green),6,Bin Liner Bag 2.5 gal,0.00%
Facility 8 (ASP),Second Removal,B (green),7,Bin Liner Bag 2.5 gal,0.00%
Facility 8 (ASP),Second Removal,B (green),8,Bin Liner Bag 2.5 gal,0.00%
Facility 8 (ASP),Second Removal,B (green),9,Bin Liner Bag 2.5 gal,0.00%
Facility 8 (ASP),Second Removal,C (yellow),10,Bin Liner Bag 2.5 gal,
Facility 8 (ASP),Second Removal,C (yellow),6,Bin Liner Bag 2.5 gal,
Facility 8 (ASP),Second Removal,C (yellow),7,Bin Liner Bag 2.5 gal,
Facility 8 (ASP),Second Removal,C (yellow),8,Bin Liner Bag 2.5 gal,
Facility 8 (ASP),Second Removal,C (yellow),9,Bin Liner Bag 2.5 gal,
Facility 9 (EASP),First Removal,A (blue),10,Bin Liner Bag 2.5 gal,
Facility 9 (EASP),First Removal,A (blue),2,Bin Liner Bag 2.5 gal,
Facility 9 (EASP),First Removal,A (blue),4,Bin Liner Bag 2.5 gal,
Facility 9 (EASP),First Removal,A (blue),6,Bin Liner Bag 2.5 gal,
Facility 9 (EASP),First Removal,A (blue),9,Bin Liner Bag 2.5 gal,
Facility 9 (EASP),First Removal,B (green),1,Bin Liner Bag 2.5 gal,0.00%
Facility 9 (EASP),First Removal,B (green),2,Bin Liner Bag 2.5 gal,0.00%
Facility 9 (EASP),First Removal,B (green),4,Bin Liner Bag 2.5 gal,0.00%
Facility 9 (EASP),First Removal,B (green),5,Bin Liner Bag 2.5 gal,0.00%
Facility 9 (EASP),First Removal,B (green),6,Bin Liner Bag 2.5 gal,0.00%
Facility 9 (EASP),First Removal,C (yellow),1,Bin Liner Bag 2.5 gal,
Facility 9 (EASP),First Removal,C (yellow),2,Bin Liner Bag 2.5 gal,
Facility 9 (EASP),First Removal,C (yellow),3,Bin Liner Bag 2.5 gal,
Facility 9 (EASP),First Removal,C (yellow),4,Bin Liner Bag 2.5 gal,
Facility 9 (EASP),First Removal,C (yellow),5,Bin Liner Bag 2.5 gal,
Facility 9 (EASP),Second Removal,A (blue),1,Bin Liner Bag 2.5 gal,
Facility 9 (EASP),Second Removal,A (blue),3,Bin Liner Bag 2.5 gal,
Facility 9 (EASP),Second Removal,A (blue),5,Bin Liner Bag 2.5 gal,
Facility 9 (EASP),Second Removal,A (blue),7,Bin Liner Bag 2.5 gal,
Facility 9 (EASP),Second Removal,A (blue),8,Bin Liner Bag 2.5 gal,
Facility 9 (EASP),Second Removal,B (green),10,Bin Liner Bag 2.5 gal,0.00%
Facility 9 (EASP),Second Removal,B (green),3,Bin Liner Bag 2.5 gal,0.00%
Facility 9 (EASP),Second Removal,B (green),7,Bin Liner Bag 2.5 gal,0.00%
Facility 9 (EASP),Second Removal,B (green),8,Bin Liner Bag 2.5 gal,0.00%
Facility 9 (EASP),Second Removal,B (green),9,Bin Liner Bag 2.5 gal,0.00%
Facility 9 (EASP),Second Removal,C (yellow),10,Bin Liner Bag 2.5 gal,
Facility 9 (EASP),Second Removal,C (yellow),6,Bin Liner Bag 2.5 gal,
Facility 9 (EASP),Second Removal,C (yellow),7,Bin Liner Bag 2.5 gal,
Facility 9 (EASP),Second Removal,C (yellow),8,Bin Liner Bag 2.5 gal,
Facility 9 (EASP),Second Removal,C (yellow),9,Bin Liner Bag 2.5 gal,
Facility 10 (Windrow),First Removal,A (blue),2,Bin Liner Bag 2.5 gal,
Facility 10 (Windrow),First Removal,A (blue),4,Bin Liner Bag 2.5 gal,
Facility 10 (Windrow),First Removal,A (blue),6,Bin Liner Bag 2.5 gal,
Facility 10 (Windrow),First Removal,A (blue),7,Bin Liner Bag 2.5 gal,
Facility 10 (Windrow),First Removal,A (blue),9,Bin Liner Bag 2.5 gal,
Facility 10 (Windrow),First Removal,B (green),10,Bin Liner Bag 2.5 gal,4.10%
Facility 10 (Windrow),First Removal,B (green),2,Bin Liner Bag 2.5 gal,2.20%
Facility 10 (Windrow),First Removal,B (green),4,Bin Liner Bag 2.5 gal,16.00%
Facility 10 (Windrow),First Removal,B (green),6,Bin Liner Bag 2.5 gal,66.60%
Facility 10 (Windrow),First Removal,B (green),7,Bin Liner Bag 2.5 gal,2.10%
Facility 10 (Windrow),First Removal,C (yellow),1,Bin Liner Bag 2.5 gal,
Facility 10 (Windrow),First Removal,C (yellow),3,Bin Liner Bag 2.5 gal,
Facility 10 (Windrow),First Removal,C (yellow),5,Bin Liner Bag 2.5 gal,
Facility 10 (Windrow),First Removal,C (yellow),6,Bin Liner Bag 2.5 gal,
Facility 10 (Windrow),First Removal,C (yellow),7,Bin Liner Bag 2.5 gal,
Facility 10 (Windrow),Second Removal,A (blue),1,Bin Liner Bag 2.5 gal,
Facility 10 (Windrow),Second Removal,A (blue),10,Bin Liner Bag 2.5 gal,
Facility 10 (Windrow),Second Removal,A (blue),3,Bin Liner Bag 2.5 gal,
Facility 10 (Windrow),Second Removal,A (blue),5,Bin Liner Bag 2.5 gal,
Facility 10 (Windrow),Second Removal,A (blue),8,Bin Liner Bag 2.5 gal,
