facility_name,bag_ID,item_ID,trial_stage,mass_resid_%,sa_resid_%
CASP,A-6,K1,Second Removal,49.0,68.3
CASP,A-6,K1,Second Removal,49.0,17.8
CASP,A-8,K1,Second Removal,70.7,75.3
CASP,A-8,K1,Second Removal,70.7,21.7
CASP,A-9,K1,Second Removal,39.3,6.3
CASP,B-1,K1,Second Removal,50.5,0.0
CASP,B-1,K1,Second Removal,50.5,8.4
CASP,B-5,K1,Second Removal,31.2,72.2
CASP,B-5,K1,Second Removal,31.2,9.7
CASP,B-6,K1,Second Removal,173.6,68.7
CASP,B-6,K1,Second Removal,173.6,52.4
CASP,B-7,K1,Second Removal,0.0,60.0
CASP,B-7,K1,Second Removal,0.0,0.0
CASP,C-1,K1,Second Removal,0.0,0.0
CASP,C-1,K1,Second Removal,0.0,0.0
CASP,C-2,K1,Second Removal,109.1,65.1
CASP,C-2,K1,Second Removal,109.1,72.1
CASP,C-3,K1,Second Removal,118.3,69.1
CASP,C-3,K1,Second Removal,118.3,61.2
CASP,C-3,K1,Second Removal,118.3,69.6
CASP,C-6,K1,Second Removal,91.4,45.0
CASP,C-6,K1,Second Removal,91.4,72.9
CASP,C-9,K1,Second Removal,148.2,32.6
ASP,A-1,K1,First Removal,117.2,85.4
ASP,A-2,K1,First Removal,122.9,85.8
ASP,A-3,K1,First Removal,112.4,54.7
ASP,A-5,K1,First Removal,121.0,73.6
ASP,B-4,K1,First Removal,123.9,71.9
ASP,C-1,K1,First Removal,118.1,44.0
ASP,C-2,K1,First Removal,116.9,45.4
ASP,C-3,K1,First Removal,115.7,70.7
ASP,C-4,K1,First Removal,121.5,76.5
ASP,C-5,K1,First Removal,111.1,74.5
ASP,A-6,K1,Second Removal,47.5,84.8
ASP,A-7,K1,Second Removal,0.0,80.9
ASP,A-8,K1,Second Removal,115.2,59.4
ASP,A-9,K1,Second Removal,118.4,68.7
ASP,B-10,K1,Second Removal,81.6,55.7
ASP,B-6,K1,Second Removal,113.6,67.9
ASP,B-7,K1,Second Removal,72.1,35.8
ASP,B-8,K1,Second Removal,121.3,73.9
ASP,B-9,K1,Second Removal,97.4,47.8
ASP,C-10,K1,Second Removal,109.4,79.8
ASP,C-6,K1,Second Removal,97.9,58.9
ASP,C-7,K1,Second Removal,97.1,42.3
ASP,C-8,K1,Second Removal,96.2,52.9
ASP,C-9,K1,Second Removal,105.6,72.9
EASP,A-10,K1,First Removal,170.6,64.9
EASP,A-10,K1,First Removal,170.6,58.4
EASP,A-2,K1,First Removal,102.8,64.1
EASP,A-4,K1,First Removal,0.0,62.8
EASP,A-4,K1,First Removal,0.0,0.0
EASP,A-6,K1,First Removal,103.3,76.2
EASP,A-6,K1,First Removal,103.3,68.2
EASP,A-9,K1,First Removal,140.1,80.4
EASP,B-1,K1,First Removal,108.3,69.3
EASP,B-2,K1,First Removal,115.2,62.9
EASP,B-2,K1,First Removal,115.2,77.3
EASP,B-4,K1,First Removal,105.8,75.9
EASP,B-5,K1,First Removal,112.0,65.0
EASP,B-5,K1,First Removal,112.0,70.0
EASP,B-6,K1,First Removal,109.1,80.5
EASP,B-6,K1,First Removal,109.1,78.1
EASP,C-1,K1,First Removal,117.8,63.2
EASP,C-2,K1,First Removal,108.2,79.2
EASP,C-3,K1,First Removal,107.3,49.2
EASP,C-3,K1,First Removal,107.3,80.6
EASP,C-4,K1,First Removal,120.8,82.0
EASP,C-5,K1,First Removal,129.2,89.9
EASP,A-1,K1,Second Removal,111.6,86.6
EASP,A-3,K1,Second Removal,112.0,40.9
EASP,A-3,K1,Second Removal,112.0,91.3
EASP,A-5,K1,Second Removal,125.2,97.3
EASP,A-5,K1,Second Removal,125.2,86.5
EASP,A-7,K1,Second Removal,123.0,0.0
EASP,A-7,K1,Second Removal,123.0,83.6
EASP,A-8,K1,Second Removal,114.8,83.0
EASP,B-10,K1,Second Removal,101.5,0.0
EASP,B-10,K1,Second Removal,101.5,49.8
EASP,B-3,K1,Second Removal,116.7,68.3
EASP,B-3,K1,Second Removal,116.7,68.5
EASP,B-7,K1,Second Removal,113.2,60.9
EASP,B-8,K1,Second Removal,100.6,9.9
EASP,B-8,K1,Second Removal,100.6,53.3
EASP,B-9,K1,Second Removal,104.6,78.6
EASP,C-10,K1,Second Removal,111.1,88.9
EASP,C-6,K1,Second Removal,107.2,14.6
EASP,C-6,K1,Second Removal,107.2,70.2
EASP,C-7,K1,Second Removal,0.0,0.0
EASP,C-8,K1,Second Removal,126.9,84.6
Windrow,A-2,K1,First Removal,159.6,74.8
Windrow,A-4,K1,First Removal,23.5,8.0
Windrow,A-6,K1,First Removal,139.7,36.3
Windrow,A-7,K1,First Removal,95.2,80.2
Windrow,A-9,K1,First Removal,100.9,68.1
Windrow,B-10,K1,First Removal,13.1,4.1
Windrow,B-2,K1,First Removal,82.6,20.2
Windrow,B-6,K1,First Removal,39.0,9.5
Windrow,B-7,K1,First Removal,0.0,0.0
Windrow,C-1,K1,First Removal,21.7,6.9
Windrow,C-3,K1,First Removal,0.0,0.0
Windrow,C-5,K1,First Removal,0.0,0.0
Windrow,C-6,K1,First Removal,71.1,3.2
Windrow,C-7,K1,First Removal,91.6,14.7
Windrow,A-1,K1,Second Removal,0.0,0.0
Windrow,A-10,K1,Second Removal,0.0,0.0
Windrow,A-3,K1,Second Removal,1.4,0.6
Windrow,A-5,K1,Second Removal,1.5,0.7
Windrow,A-8,K1,Second Removal,53.4,15.8
Windrow,B-1,K1,Second Removal,0.0,0.0
Windrow,B-3,K1,Second Removal,15.2,3.3
Windrow,B-5,K1,Second Removal,0.0,0.0
Windrow,B-9,K1,Second Removal,11.7,3.0
Windrow,C-10,K1,Second Removal,110.4,49.5
Windrow,C-2,K1,Second Removal,0.0,0.0
Windrow,C-4,K1,Second Removal,0.0,0.0
Windrow,C-9,K1,Second Removal,149.4,51.2
EASP,NaN,K1,First Removal,6.5,1.2
EASP,NaN,K1,Second Removal,18.9,2.0
In-Vessel,NaN,K1,First Removal,10.6,3.1
In-Vessel,NaN,K1,Second Removal,0.0,0.0
 Windrow,A-6,K2,First Removal,0.7,2.3
 Windrow,A-7,K2,First Removal,2.3,6.1
 Windrow,A-8,K2,First Removal,0.0,0.0
 Windrow,A-9,K2,First Removal,5.0,14.6
 Windrow,B-10,K2,First Removal,2.0,5.6
 Windrow,B-6,K2,First Removal,5.9,14.2
 Windrow,B-7,K2,First Removal,6.0,16.8
 Windrow,B-8,K2,First Removal,6.0,13.2
 Windrow,B-9,K2,First Removal,5.0,11.0
 Windrow,C-10,K2,First Removal,2.8,5.5
 Windrow,C-6,K2,First Removal,3.0,9.5
 Windrow,C-7,K2,First Removal,5.7,13.4
 Windrow,C-8,K2,First Removal,3.8,11.1
 Windrow,C-9,K2,First Removal,0.1,0.3
 Windrow,A-1,K2,Second Removal,1.7,3.9
 Windrow,A-2,K2,Second Removal,4.0,8.6
 Windrow,A-3,K2,Second Removal,4.9,12.6
 Windrow,A-4,K2,Second Removal,4.6,12.8
 Windrow,A-5,K2,Second Removal,1.4,4.5
 Windrow,B-1,K2,Second Removal,4.2,7.3
 Windrow,B-2,K2,Second Removal,7.2,12.1
 Windrow,B-3,K2,Second Removal,1.8,5.7
 Windrow,B-4,K2,Second Removal,3.5,9.3
 Windrow,B-5,K2,Second Removal,4.1,8.6
 Windrow,C-1,K2,Second Removal,0.0,0.0
 Windrow,C-2,K2,Second Removal,3.6,7.1
 Windrow,C-3,K2,Second Removal,2.9,11.1
 Windrow,C-4,K2,Second Removal,2.3,7.2
 Windrow,C-5,K2,Second Removal,2.1,5.0
CASP,A-2,K2,First Removal,0.0,0.0
CASP,A-4,K2,First Removal,9.2,7.4
CASP,A-5,K2,First Removal,3.3,2.8
CASP,A-7,K2,First Removal,4.4,4.6
CASP,A-7,K2,First Removal,4.4,19.8
CASP,A-9,K2,First Removal,0.0,0.0
CASP,A-9,K2,First Removal,0.0,6.8
CASP,B-1,K2,First Removal,13.0,11.3
CASP,B-2,K2,First Removal,0.0,0.0
CASP,B-4,K2,First Removal,0.0,0.0
CASP,B-5,K2,First Removal,3.9,1.9
CASP,B-8,K2,First Removal,0.0,0.0
CASP,B-8,K2,First Removal,0.0,19.7
CASP,C-1,K2,First Removal,5.5,4.8
CASP,C-2,K2,First Removal,2.0,1.3
CASP,C-4,K2,First Removal,8.0,3.8
CASP,C-5,K2,First Removal,2.1,1.8
CASP,C-9,K2,First Removal,0.0,0.0
CASP,C-9,K2,First Removal,0.0,26.8
CASP,A-10,K2,Second Removal,0.0,0.0
CASP,A-3,K2,Second Removal,0.0,0.0
CASP,A-6,K2,Second Removal,0.0,0.0
CASP,A-8,K2,Second Removal,0.0,0.0
CASP,B-3,K2,Second Removal,0.0,0.0
CASP,B-3,K2,Second Removal,0.0,5.7
CASP,B-6,K2,Second Removal,0.0,0.0
CASP,B-7,K2,Second Removal,0.0,0.0
CASP,B-9,K2,Second Removal,0.0,0.0
CASP,C-10,K2,Second Removal,0.0,0.0
CASP,C-3,K2,Second Removal,0.0,0.0
CASP,C-3,K2,Second Removal,0.0,17.5
CASP,C-6,K2,Second Removal,0.0,0.0
CASP,C-7,K2,Second Removal,0.0,0.0
CASP,C-8,K2,Second Removal,0.0,0.0
EASP,A-1,K2,First Removal,9.9,7.1
EASP,A-10,K2,First Removal,13.3,11.3
EASP,A-4,K2,First Removal,13.1,10.1
EASP,A-6,K2,First Removal,9.6,9.7
EASP,A-8,K2,First Removal,12.0,10.3
EASP,B-2,K2,First Removal,10.8,7.8
EASP,B-5,K2,First Removal,12.3,9.5
EASP,B-6,K2,First Removal,12.8,9.0
EASP,B-7,K2,First Removal,8.9,6.3
EASP,B-8,K2,First Removal,12.0,10.7
EASP,C-10,K2,First Removal,12.8,8.7
EASP,C-3,K2,First Removal,12.2,7.3
EASP,C-7,K2,First Removal,10.6,5.7
EASP,C-8,K2,First Removal,11.4,9.0
EASP,C-9,K2,First Removal,14.3,11.5
EASP,A-2,K2,Second Removal,0.0,0.0
EASP,A-3,K2,Second Removal,3.8,2.4
EASP,A-5,K2,Second Removal,6.9,5.6
EASP,A-7,K2,Second Removal,6.3,6.3
EASP,A-9,K2,Second Removal,2.9,4.0
EASP,B-1,K2,Second Removal,0.0,0.0
EASP,B-10,K2,Second Removal,0.0,0.0
EASP,B-3,K2,Second Removal,7.8,6.9
EASP,B-4,K2,Second Removal,3.9,5.1
EASP,B-8,K2,Second Removal,2.2,2.9
EASP,C-1,K2,Second Removal,7.4,6.3
EASP,C-2,K2,Second Removal,0.0,0.0
EASP,C-4,K2,Second Removal,7.0,6.5
EASP,C-5,K2,Second Removal,5.8,6.5
EASP,C-6,K2,Second Removal,0.4,0.4
CASP,A-10,K2,First Removal,1.8,1.3
CASP,A-6,K2,First Removal,2.2,3.7
CASP,A-7,K2,First Removal,10.3,4.6
CASP,A-7,K2,First Removal,10.3,19.8
CASP,A-8,K2,First Removal,9.6,14.8
CASP,A-9,K2,First Removal,7.3,0.0
CASP,A-9,K2,First Removal,7.3,6.8
CASP,B-10,K2,First Removal,4.9,17.2
CASP,B-6,K2,First Removal,11.5,11.8
CASP,B-7,K2,First Removal,7.9,14.8
CASP,B-8,K2,First Removal,6.0,0.0
CASP,B-8,K2,First Removal,6.0,19.7
CASP,B-9,K2,First Removal,9.1,31.5
CASP,C-10,K2,First Removal,9.4,17.7
CASP,C-6,K2,First Removal,22.8,46.6
CASP,C-7,K2,First Removal,13.5,39.7
CASP,C-8,K2,First Removal,9.6,15.6
CASP,C-9,K2,First Removal,12.2,0.0
CASP,C-9,K2,First Removal,12.2,26.8
CASP,A-1,K2,Second Removal,0.4,0.8
CASP,A-2,K2,Second Removal,0.0,0.0
CASP,A-4,K2,Second Removal,0.0,0.0
CASP,A-5,K2,Second Removal,3.7,6.8
CASP,B-1,K2,Second Removal,0.0,0.0
CASP,B-2,K2,Second Removal,4.1,10.0
CASP,B-3,K2,Second Removal,1.7,0.0
CASP,B-3,K2,Second Removal,1.7,5.7
CASP,B-4,K2,Second Removal,0.0,0.0
CASP,B-5,K2,Second Removal,2.9,11.8
CASP,C-1,K2,Second Removal,2.4,4.7
CASP,C-2,K2,Second Removal,0.0,0.0
CASP,C-3,K2,Second Removal,7.4,0.0
CASP,C-3,K2,Second Removal,7.4,17.5
CASP,C-4,K2,Second Removal,4.1,9.9
CASP,C-5,K2,Second Removal,4.3,10.4
ASP,A-1,K2,First Removal,9.2,12.2
ASP,A-2,K2,First Removal,16.9,17.6
ASP,A-3,K2,First Removal,9.9,10.2
ASP,A-4,K2,First Removal,16.2,21.4
ASP,A-5,K2,First Removal,16.6,15.3
ASP,B-1,K2,First Removal,12.2,13.1
ASP,B-2,K2,First Removal,17.6,15.8
ASP,B-3,K2,First Removal,16.5,16.5
ASP,B-4,K2,First Removal,13.2,13.7
ASP,B-5,K2,First Removal,9.4,13.9
ASP,C-1,K2,First Removal,9.5,13.6
ASP,C-2,K2,First Removal,9.8,9.7
ASP,C-3,K2,First Removal,13.2,15.6
ASP,C-4,K2,First Removal,10.9,15.8
ASP,C-5,K2,First Removal,10.0,15.2
ASP,A-10,K2,Second Removal,10.1,14.2
ASP,A-6,K2,Second Removal,5.4,5.5
ASP,A-7,K2,Second Removal,7.2,6.9
ASP,A-8,K2,Second Removal,10.5,14.2
ASP,A-9,K2,Second Removal,5.4,3.8
ASP,B-10,K2,Second Removal,9.4,18.2
ASP,B-6,K2,Second Removal,12.6,17.7
ASP,B-7,K2,Second Removal,7.1,11.3
ASP,B-8,K2,Second Removal,8.8,11.7
ASP,B-9,K2,Second Removal,7.6,11.6
ASP,C-10,K2,Second Removal,8.6,14.4
ASP,C-6,K2,Second Removal,9.7,11.5
ASP,C-7,K2,Second Removal,7.6,12.8
ASP,C-8,K2,Second Removal,13.1,13.8
ASP,C-9,K2,Second Removal,9.7,15.9
EASP,A-10,K2,First Removal,0.0,11.3
EASP,A-4,K2,First Removal,0.0,10.1
EASP,A-6,K2,First Removal,9.6,9.7
EASP,B-2,K2,First Removal,9.6,7.8
EASP,B-5,K2,First Removal,21.8,9.5
EASP,B-6,K2,First Removal,5.5,9.0
EASP,C-3,K2,First Removal,18.6,7.3
EASP,A-3,K2,Second Removal,13.4,2.4
EASP,A-5,K2,Second Removal,14.8,5.6
EASP,A-7,K2,Second Removal,4.8,6.3
EASP,B-10,K2,Second Removal,4.0,0.0
EASP,B-3,K2,Second Removal,4.3,6.9
EASP,B-8,K2,Second Removal,16.6,2.9
EASP,C-6,K2,Second Removal,10.8,0.4
Windrow,A-2,K2,First Removal,7.1,11.4
Windrow,A-4,K2,First Removal,9.5,22.2
Windrow,A-6,K2,First Removal,2.7,2.9
Windrow,A-7,K2,First Removal,4.0,5.2
Windrow,A-9,K2,First Removal,4.0,5.7
Windrow,B-10,K2,First Removal,6.1,10.4
Windrow,B-2,K2,First Removal,0.0,0.0
Windrow,B-4,K2,First Removal,4.7,9.7
Windrow,B-6,K2,First Removal,9.5,15.7
Windrow,B-7,K2,First Removal,0.7,1.1
Windrow,C-1,K2,First Removal,6.2,13.6
Windrow,C-3,K2,First Removal,3.3,9.2
Windrow,C-5,K2,First Removal,0.0,0.0
Windrow,C-6,K2,First Removal,0.0,0.0
Windrow,C-7,K2,First Removal,6.1,8.7
Windrow,A-1,K2,Second Removal,0.0,0.0
Windrow,A-10,K2,Second Removal,0.0,0.0
Windrow,A-3,K2,Second Removal,0.0,0.0
Windrow,A-5,K2,Second Removal,6.5,9.7
Windrow,A-8,K2,Second Removal,5.6,6.9
Windrow,B-1,K2,Second Removal,0.0,0.0
Windrow,B-3,K2,Second Removal,0.0,0.0
Windrow,B-5,K2,Second Removal,0.0,0.0
Windrow,B-9,K2,Second Removal,4.6,4.7
Windrow,C-10,K2,Second Removal,3.7,3.7
Windrow,C-2,K2,Second Removal,0.0,0.0
Windrow,C-4,K2,Second Removal,0.0,0.0
Windrow,C-9,K2,Second Removal,0.0,0.0
 Windrow,A-10,K3,First Removal,54.6,22.5
 Windrow,A-6,K3,First Removal,57.2,19.7
 Windrow,A-7,K3,First Removal,31.3,19.5
 Windrow,A-8,K3,First Removal,41.2,27.2
 Windrow,A-9,K3,First Removal,65.0,27.1
 Windrow,B-10,K3,First Removal,38.7,19.6
 Windrow,B-6,K3,First Removal,38.0,24.8
 Windrow,B-7,K3,First Removal,58.8,40.5
 Windrow,B-8,K3,First Removal,56.6,36.7
 Windrow,B-9,K3,First Removal,71.8,36.7
 Windrow,C-10,K3,First Removal,52.6,28.7
 Windrow,C-6,K3,First Removal,48.4,15.1
 Windrow,C-7,K3,First Removal,68.2,36.6
 Windrow,C-8,K3,First Removal,65.2,42.9
 Windrow,C-9,K3,First Removal,61.8,38.9
 Windrow,A-1,K3,Second Removal,26.5,8.5
 Windrow,A-3,K3,Second Removal,80.0,34.8
 Windrow,A-4,K3,Second Removal,62.7,25.3
 Windrow,A-5,K3,Second Removal,31.7,10.1
 Windrow,B-1,K3,Second Removal,9.4,5.5
 Windrow,B-2,K3,Second Removal,41.7,12.6
 Windrow,B-3,K3,Second Removal,7.5,3.7
 Windrow,B-4,K3,Second Removal,36.3,7.9
 Windrow,B-5,K3,Second Removal,48.2,24.6
 Windrow,C-1,K3,Second Removal,31.5,13.1
 Windrow,C-2,K3,Second Removal,0.0,0.0
 Windrow,C-3,K3,Second Removal,0.0,0.0
 Windrow,C-4,K3,Second Removal,0.0,0.0
 Windrow,C-5,K3,Second Removal,43.5,27.4
CASP,A-2,K3,First Removal,116.2,47.9
CASP,A-4,K3,First Removal,119.8,42.3
CASP,A-4,K3,First Removal,119.8,26.0
CASP,A-5,K3,First Removal,107.1,41.5
CASP,A-5,K3,First Removal,107.1,51.0
CASP,A-7,K3,First Removal,88.0,30.6
CASP,A-7,K3,First Removal,88.0,35.6
CASP,A-7,K3,First Removal,88.0,40.3
CASP,A-9,K3,First Removal,90.8,39.7
CASP,A-9,K3,First Removal,90.8,41.2
CASP,B-1,K3,First Removal,93.7,46.8
CASP,B-2,K3,First Removal,111.9,38.4
CASP,B-2,K3,First Removal,111.9,16.2
CASP,B-4,K3,First Removal,78.4,36.8
CASP,B-4,K3,First Removal,78.4,6.4
CASP,B-5,K3,First Removal,102.4,41.5
CASP,B-8,K3,First Removal,94.1,46.5
CASP,B-8,K3,First Removal,94.1,31.4
CASP,B-8,K3,First Removal,94.1,21.6
CASP,C-1,K3,First Removal,87.3,23.4
CASP,C-2,K3,First Removal,94.6,29.2
CASP,C-4,K3,First Removal,104.1,42.5
CASP,C-5,K3,First Removal,6.3,2.6
CASP,C-5,K3,First Removal,6.3,30.9
CASP,C-9,K3,First Removal,98.4,52.1
CASP,C-9,K3,First Removal,98.4,21.2
CASP,A-10,K3,Second Removal,89.1,40.6
CASP,A-3,K3,Second Removal,107.6,35.7
CASP,A-3,K3,Second Removal,107.6,14.1
CASP,A-6,K3,Second Removal,97.5,31.4
CASP,A-6,K3,Second Removal,97.5,0.0
CASP,B-3,K3,Second Removal,100.8,24.8
CASP,B-6,K3,Second Removal,85.6,22.4
CASP,B-6,K3,Second Removal,85.6,0.0
CASP,B-7,K3,Second Removal,106.6,35.4
CASP,B-7,K3,Second Removal,106.6,3.4
CASP,B-9,K3,Second Removal,122.6,32.6
CASP,C-10,K3,Second Removal,80.8,23.3
CASP,C-3,K3,Second Removal,84.1,25.5
CASP,C-3,K3,Second Removal,84.1,0.0
CASP,C-3,K3,Second Removal,84.1,0.0
CASP,C-6,K3,Second Removal,63.2,16.2
CASP,C-6,K3,Second Removal,63.2,4.5
CASP,C-7,K3,Second Removal,0.0,0.0
CASP,C-8,K3,Second Removal,88.3,34.5
EASP,A-1,K3,First Removal,65.7,32.1
EASP,A-10,K3,First Removal,50.9,25.7
EASP,A-10,K3,First Removal,50.9,28.5
EASP,A-4,K3,First Removal,58.3,31.8
EASP,A-4,K3,First Removal,58.3,45.0
EASP,A-6,K3,First Removal,87.4,51.8
EASP,A-6,K3,First Removal,87.4,40.8
EASP,A-8,K3,First Removal,77.9,53.1
EASP,B-2,K3,First Removal,94.8,49.4
EASP,B-2,K3,First Removal,94.8,38.7
EASP,B-5,K3,First Removal,93.6,72.3
EASP,B-5,K3,First Removal,93.6,56.7
EASP,B-6,K3,First Removal,88.6,64.5
EASP,B-6,K3,First Removal,88.6,34.3
EASP,B-7,K3,First Removal,46.9,26.9
EASP,B-8,K3,First Removal,88.3,41.3
EASP,C-10,K3,First Removal,74.4,42.1
EASP,C-3,K3,First Removal,74.7,42.4
EASP,C-3,K3,First Removal,74.7,46.1
EASP,C-7,K3,First Removal,87.7,50.1
EASP,C-8,K3,First Removal,69.9,37.0
EASP,C-9,K3,First Removal,68.5,22.9
EASP,A-2,K3,Second Removal,12.6,3.8
EASP,A-3,K3,Second Removal,40.8,9.3
EASP,A-3,K3,Second Removal,40.8,48.5
EASP,A-5,K3,Second Removal,2.7,0.7
EASP,A-5,K3,Second Removal,2.7,13.5
EASP,A-7,K3,Second Removal,30.2,10.1
EASP,A-9,K3,Second Removal,25.7,5.7
EASP,B-1,K3,Second Removal,8.5,3.4
EASP,B-10,K3,Second Removal,24.0,8.2
EASP,B-10,K3,Second Removal,24.0,11.8
EASP,B-3,K3,Second Removal,15.9,6.6
EASP,B-3,K3,Second Removal,15.9,14.2
EASP,B-4,K3,Second Removal,21.4,4.4
EASP,B-8,K3,Second Removal,18.2,3.9
EASP,B-8,K3,Second Removal,18.2,25.0
EASP,C-1,K3,Second Removal,0.0,0.0
EASP,C-2,K3,Second Removal,2.7,0.5
EASP,C-4,K3,Second Removal,0.0,0.0
EASP,C-5,K3,Second Removal,36.0,12.8
EASP,C-6,K3,Second Removal,20.7,10.6
EASP,C-6,K3,Second Removal,20.7,46.3
CASP,A-10,K3,First Removal,100.1,43.3
CASP,A-10,K3,First Removal,100.1,37.1
CASP,A-6,K3,First Removal,13.5,8.8
CASP,A-7,K3,First Removal,92.5,30.6
CASP,A-7,K3,First Removal,92.5,35.6
CASP,A-7,K3,First Removal,92.5,40.3
CASP,A-8,K3,First Removal,83.9,36.9
CASP,A-9,K3,First Removal,85.9,39.7
CASP,A-9,K3,First Removal,85.9,41.2
CASP,B-10,K3,First Removal,94.4,40.5
CASP,B-6,K3,First Removal,63.2,33.5
CASP,B-7,K3,First Removal,12.0,3.9
CASP,B-8,K3,First Removal,68.7,46.5
CASP,B-8,K3,First Removal,68.7,31.4
CASP,B-8,K3,First Removal,68.7,21.6
CASP,B-9,K3,First Removal,94.9,37.6
CASP,C-10,K3,First Removal,92.9,51.8
CASP,C-10,K3,First Removal,92.9,49.7
CASP,C-6,K3,First Removal,69.5,26.3
CASP,C-7,K3,First Removal,90.3,26.7
CASP,C-7,K3,First Removal,90.3,47.8
CASP,C-8,K3,First Removal,40.0,20.1
CASP,C-8,K3,First Removal,40.0,6.5
CASP,C-9,K3,First Removal,57.8,52.1
CASP,C-9,K3,First Removal,57.8,21.2
CASP,A-1,K3,Second Removal,58.1,35.1
CASP,A-2,K3,Second Removal,61.4,41.9
CASP,A-2,K3,Second Removal,61.4,15.0
CASP,A-4,K3,Second Removal,5.9,2.8
CASP,B-1,K3,Second Removal,0.0,0.0
CASP,B-1,K3,Second Removal,0.0,0.0
CASP,B-2,K3,Second Removal,0.0,0.0
CASP,B-5,K3,Second Removal,6.4,2.5
CASP,B-5,K3,Second Removal,6.4,0.0
CASP,C-1,K3,Second Removal,38.2,10.7
CASP,C-1,K3,Second Removal,38.2,0.0
CASP,C-2,K3,Second Removal,91.1,48.3
CASP,C-2,K3,Second Removal,91.1,0.0
CASP,C-3,K3,Second Removal,0.0,25.5
CASP,C-3,K3,Second Removal,0.0,0.0
CASP,C-3,K3,Second Removal,0.0,0.0
CASP,C-4,K3,Second Removal,0.0,0.0
CASP,C-5,K3,Second Removal,137.3,50.9
CASP,A-1,K3,First Removal,47.7,24.9
CASP,A-10,K3,First Removal,47.5,43.3
CASP,A-10,K3,First Removal,47.5,37.1
CASP,A-4,K3,First Removal,46.0,42.3
CASP,A-4,K3,First Removal,46.0,26.0
CASP,A-5,K3,First Removal,69.7,41.5
CASP,A-5,K3,First Removal,69.7,51.0
CASP,A-7,K3,First Removal,75.0,30.6
CASP,A-7,K3,First Removal,75.0,35.6
CASP,A-7,K3,First Removal,75.0,40.3
CASP,B-2,K3,First Removal,43.6,38.4
CASP,B-2,K3,First Removal,43.6,16.2
CASP,B-3,K3,First Removal,76.8,29.2
CASP,B-4,K3,First Removal,12.1,36.8
CASP,B-4,K3,First Removal,12.1,6.4
CASP,B-8,K3,First Removal,43.0,46.5
CASP,B-8,K3,First Removal,43.0,31.4
CASP,B-8,K3,First Removal,43.0,21.6
CASP,C-10,K3,First Removal,87.1,51.8
CASP,C-10,K3,First Removal,87.1,49.7
CASP,C-5,K3,First Removal,74.8,2.6
CASP,C-5,K3,First Removal,74.8,30.9
CASP,C-7,K3,First Removal,91.0,26.7
CASP,C-7,K3,First Removal,91.0,47.8
CASP,C-8,K3,First Removal,16.9,20.1
CASP,C-8,K3,First Removal,16.9,6.5
CASP,A-2,K3,Second Removal,27.0,41.9
CASP,A-2,K3,Second Removal,27.0,15.0
CASP,A-3,K3,Second Removal,43.0,35.7
CASP,A-3,K3,Second Removal,43.0,14.1
CASP,A-6,K3,Second Removal,0.0,31.4
CASP,A-6,K3,Second Removal,0.0,0.0
CASP,A-8,K3,Second Removal,41.2,12.2
CASP,A-9,K3,Second Removal,49.9,16.4
CASP,B-1,K3,Second Removal,0.0,0.0
CASP,B-1,K3,Second Removal,0.0,0.0
CASP,B-5,K3,Second Removal,0.0,2.5
CASP,B-5,K3,Second Removal,0.0,0.0
CASP,B-6,K3,Second Removal,0.0,22.4
CASP,B-6,K3,Second Removal,0.0,0.0
CASP,B-7,K3,Second Removal,12.2,35.4
CASP,B-7,K3,Second Removal,12.2,3.4
CASP,C-1,K3,Second Removal,0.0,10.7
CASP,C-1,K3,Second Removal,0.0,0.0
CASP,C-2,K3,Second Removal,0.0,48.3
CASP,C-2,K3,Second Removal,0.0,0.0
CASP,C-3,K3,Second Removal,0.0,25.5
CASP,C-3,K3,Second Removal,0.0,0.0
CASP,C-3,K3,Second Removal,0.0,0.0
CASP,C-6,K3,Second Removal,13.1,16.2
CASP,C-6,K3,Second Removal,13.1,4.5
CASP,C-9,K3,Second Removal,0.0,0.0
ASP,A-1,K3,First Removal,73.7,41.7
ASP,A-3,K3,First Removal,80.6,46.6
ASP,A-4,K3,First Removal,85.2,47.4
ASP,A-5,K3,First Removal,39.4,17.9
ASP,C-1,K3,First Removal,89.4,41.4
ASP,C-2,K3,First Removal,75.3,28.5
ASP,C-3,K3,First Removal,93.9,57.9
ASP,C-4,K3,First Removal,93.7,46.8
ASP,C-5,K3,First Removal,95.7,59.7
ASP,A-10,K3,Second Removal,79.8,39.4
ASP,A-6,K3,Second Removal,18.9,8.0
ASP,B-7,K3,Second Removal,24.2,10.0
ASP,B-8,K3,Second Removal,5.5,2.8
ASP,B-9,K3,Second Removal,46.1,16.3
ASP,C-10,K3,Second Removal,78.0,43.4
ASP,C-6,K3,Second Removal,33.7,16.5
ASP,C-7,K3,Second Removal,28.3,17.0
ASP,C-8,K3,Second Removal,88.1,42.4
ASP,C-9,K3,Second Removal,95.5,44.3
EASP,A-10,K3,First Removal,68.4,25.7
EASP,A-10,K3,First Removal,68.4,28.5
EASP,A-2,K3,First Removal,82.4,49.8
EASP,A-4,K3,First Removal,95.7,31.8
EASP,A-4,K3,First Removal,95.7,45.0
EASP,A-6,K3,First Removal,82.3,51.8
EASP,A-6,K3,First Removal,82.3,40.8
EASP,A-9,K3,First Removal,90.8,44.9
EASP,B-1,K3,First Removal,90.7,35.2
EASP,B-2,K3,First Removal,91.0,49.4
